AÑO,CLASIFICACION,CH4_eq,CO2_eq,N2O_eq,Total_Emisiones,Emisiones_netas
2004,4.F.2.e. Asentamientos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2004,4.G. Productos de la madera recolectada,0.0000,100.9751,0.0000,100.9751,-76.4363
2004,4.G.1. Madera maciza,0.0000,100.9751,0.0000,100.9751,48.4900
2004,4.G.1.a. Madera aserrada,0.0000,100.9751,0.0000,100.9751,100.9751
2004,4.G.1.b. Paneles de madera,0.0000,0.0000,0.0000,0.0000,-52.4851
2004,4.G.1.c. Otros productos de madera maciza,0.0000,0.0000,0.0000,0.0000,0.0000
2004,4.G.2. Papel y cartón,0.0000,0.0000,0.0000,0.0000,-124.9262
2004,4.G.3. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
2004,5 Residuos,12229.3026,328.7392,555.0077,13113.0495,13113.0495
2004,5.A. Eliminación de residuos sólidos,5940.4874,,,5940.4874,5940.4874
2004,5.A.1. Sitios de eliminación de residuos gestionados,5246.5818,,,5246.5818,5246.5818
2004,5.A.1.a. Anaeróbico,5246.5818,,,5246.5818,5246.5818
2004,5.A.3. Sitios de eliminación de residuos sin categoría,693.9057,,,693.9057,693.9057
2004,5.C. Incineración e incineración abierta de desechos,179.0197,328.7392,39.0991,546.8581,546.8581
2004,5.C.1. Incineración  de residuos,,0.0000,,0.0000,0.0000
2004,5.C.1.b. No biogénico,,0.0000,,0.0000,0.0000
2004,5.C.2. Incineración abierta de residuos,179.0197,328.7392,39.0991,546.8581,546.8581
2004,5.C.2.b. No biogénicos,179.0197,328.7392,39.0991,546.8581,546.8581
2004,5.D. Tratamiento y descarga de aguas residuales.,6109.7954,,515.9086,6625.7040,6625.7040
2004,5.D.1. Tratamiento y eliminación de aguas residuales domésticas,2233.4129,,425.6538,2659.0667,2659.0667
2004,5.D.2. Tratamiento y eliminación de aguas residuales industriales,3876.3825,,90.2549,3966.6373,3966.6373
2004,Nacional,56324.3146,169723.0304,10483.8355,236810.6965,225390.6269
2005,1 Energía,5720.6365,57860.2111,713.9937,64294.8412,64294.8412
2005,1.A. Actividades de quema de combustibles (enfoque sectorial),2279.6713,56104.9816,707.7364,59092.3892,59092.3892
2005,1.A.1. Industrias de la energía,7.1230,13970.6227,17.1562,13994.9019,13994.9019
2005,1.A.1.a. Producción de electricidad pública y calor como actividad principal,2.9864,6366.8870,12.4092,6382.2826,6382.2826
2005,1.A.1.ai. Generación de electricidad,2.9864,6366.8870,12.4092,6382.2826,6382.2826
2005,1.A.1.b. Refinación del petróleo,2.1772,4106.2996,2.3176,4110.7945,4110.7945
2005,1.A.1.c. Fabricación de combustibles sólidos y otras energías.,1.9593,3497.4362,2.4294,3501.8249,3501.8249
2005,1.A.1.c.i. Manufactura de Combustibles sólidos,0.0013,257.0400,,257.0413,257.0413
2005,1.A.1.c.ii. Extracción de petróleo y gas,1.9580,3240.3962,2.4294,3244.7836,3244.7836
2005,1.A.1.c.iii. Otras industrias de la energía,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2. Industrias manufactureras y construcción.,36.5363,13135.3919,78.6932,13250.6215,13250.6215
2005,1.A.2.a. Hierro y acero,0.6063,1250.0987,4.3694,1255.0744,1255.0744
2005,1.A.2.b. Metales no ferrosos,0.1831,362.7489,0.1736,363.1056,363.1056
2005,1.A.2.c. Productos químicos,3.1318,899.4032,2.6110,905.1460,905.1460
2005,"1.A.2.d. Pulpa, papel e imprenta",3.0854,2072.3737,10.2496,2085.7086,2085.7086
2005,"1.A.2.e. Procesamiento de alimentos, bebidas y tabaco",26.5092,1882.8470,37.3314,1946.6876,1946.6876
2005,1.A.2.f. Minerales no metálicos,2.1723,5356.5533,20.3145,5379.0401,5379.0401
2005,1.A.2.g. Otros,0.8482,1311.3672,3.6437,1315.8591,1315.8591
2005,1.A.2.g.i. Manufactura de maquinaria,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2.g.ii. Manufactura de equipos de transporte,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2.g.iii. Minería (con excepción de combustibles) y cantería,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2.g.iv. Madera y productos de la madera,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2.g.v. Construcción,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.2.g.vi. Textiles y cueros,0.3420,791.5998,2.7313,794.6730,794.6730
2005,1.A.2.g.viii. Otro,0.5062,519.7675,0.9124,521.1861,521.1861
2005,1.A.3. Transporte,177.8469,24086.3521,355.2348,24619.4338,24619.4338
2005,1.A.3.a. Aviación nacional,2.7180,2116.9108,6.9412,2126.5701,2126.5701
2005,1.A.3.b. Transporte por carretera,170.0963,19803.1374,241.5303,20214.7640,20214.7640
2005,1.A.3.b.ii. Camiones ligeros,13.5676,1065.2276,13.7149,1092.5100,1092.5100
2005,1.A.3.b.iii. Camiones y autobuses pesados,33.7418,8870.9392,122.5544,9027.2355,9027.2355
2005,1.A.3.b.iv. motocicletas,8.3512,2166.7757,9.8080,2184.9349,2184.9349
2005,1.A.3.bi Carros,114.4356,7700.1949,95.4530,7910.0836,7910.0836
2005,1.A.3.c. Ferrocarriles,0.1295,84.6857,8.0261,92.8413,92.8413
2005,1.A.3.d. Navegación marítima y fluvial nacional,3.5357,1208.1573,9.5608,1221.2538,1221.2538
2005,1.A.3.e. Otro transporte,1.3674,873.4608,89.1764,964.0046,964.0046
2005,1.A.3.e.ii. Otro,1.3674,873.4608,89.1764,964.0046,964.0046
2005,1.A.3.ei Transporte por tuberías,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.A.4. Otros sectores,2058.1650,4912.6149,256.6522,7227.4321,7227.4321
2005,1.A.4.a. Comercial/institucional,1.3204,552.1041,0.2499,553.6744,553.6744
2005,1.A.4.ai Combustión estacionaria,1.3204,552.1041,0.2499,553.6744,553.6744
2005,1.A.4.b. Residencial,1730.1266,3998.3649,209.7000,5938.1914,5938.1914
2005,1.A.4.bi Combustión estacionaria,1730.1266,3998.3649,209.7000,5938.1914,5938.1914
2005,1.A.4.c. Agricultura/silvicultura/pesca,326.7181,362.1459,46.7023,735.5662,735.5662
2005,1.A.4.c.ii. Vehículos todoterreno y otra maquinaria.,0.0760,48.5759,4.9595,53.6114,53.6114
2005,1.A.4.ci Estacionario,326.6421,313.5700,41.7428,681.9548,681.9548
2005,1.B. Emisiones fugitivas de combustibles,3440.9652,1755.2295,6.2573,5202.4520,5202.4520
2005,1.B.1. Combustibles sólidos,2088.0620,94.4633,,2182.5253,2182.5253
2005,1.B.1.a. Minería carbonífera y manejo del carbón.,2088.0620,94.4633,,2182.5253,2182.5253
2005,1.B.1.a.ii. Minas de superficie,1194.3621,44.6628,,1239.0250,1239.0250
2005,1.B.1.a.ii.1. Minería,918.7401,44.6628,,963.4030,963.4030
2005,1.B.1.a.ii.2. Emisiones posteriores a la minería,275.6220,,,275.6220,275.6220
2005,1.B.1.ai Minas subterráneas,893.6998,49.8005,,943.5003,943.5003
2005,1.B.1.ai1. Minería,687.4614,49.6490,,737.1104,737.1104
2005,1.B.1.ai2. Emisiones posteriores a la minería,206.2384,0.1515,,206.3899,206.3899
1993,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1994,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1995,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1996,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1997,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1998,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
1999,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2000,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2001,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2002,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2003,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2004,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2005,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2006,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2007,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2008,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2009,1.B.2.bv Distribución,0.0000,0.0000,0.0000,0.0000,0.0000
2005,2 Procesos industriales,9.5345,5936.9460,521.1979,6848.7434,6848.7434
2005,2.A. industria de los minerales,,4571.4206,,4571.4206,4571.4206
2005,2.A.1. producción de cemento,,4248.9066,,4248.9066,4248.9066
2005,2.A.2. producción de cal,,102.6980,,102.6980,102.6980
2005,2.A.3. producción de vidrio,,160.4363,,160.4363,160.4363
2005,2.A.4. Otros usos de carbonatos en los procesos,,59.3797,,59.3797,59.3797
2005,2.B. Industria química,9.2868,505.9838,521.1979,1036.4684,1036.4684
2005,2.B.1. producción de amoníaco,,213.8529,,213.8529,213.8529
2005,2.B.2. Producción de ácido nítrico,,,447.1069,447.1069,447.1069
2005,"2.B.4. Producción de caprolactama, glioxal y ácido glioxílico",,,74.0910,74.0910,74.0910
2005,2.B.4.a. Caprolactama,,,74.0910,74.0910,74.0910
2005,2.B.8. Producción petroquímica y de negro de humo.,9.2868,292.1309,,301.4176,301.4176
2005,2.B.8.b. Etileno,9.0140,56.0695,,65.0835,65.0835
2005,2.B.8.c. Dicloruro de etileno y monómero cloruro de vinilo,0.1729,80.3134,,80.4863,80.4863
2005,2.B.8.f. Negro de humo,0.0999,155.7479,,155.8478,155.8478
2005,2.C. Industria del metal,0.2478,832.3388,,832.5866,832.5866
2005,2.C.1. Producción de hierro y acero.,0.2478,592.8511,,593.0989,593.0989
2005,2.C.1.a Acero,,567.5688,,567.5688,567.5688
2005,2.C.1.d Sinterizado,0.2478,25.2823,,25.5301,25.5301
2005,2.C.2. Producción de ferroaleaciones,,236.7752,,236.7752,236.7752
2005,2.C.5. producción de plomo,,2.7125,,2.7125,2.7125
2005,2.D. Uso de productos no energéticos de combustibles y de solventes,,27.2028,,27.2028,27.2028
2005,2.D.1. Uso de lubricantes,,0.6220,,0.6220,0.6220
2005,2.D.2. Uso de cera de parafina,,26.5807,,26.5807,26.5807
2005,2.F. Usos del producto como sustitutos de las SAO,,,,298.1650,298.1650
2005,2.F.1. Refrigeracion y aire acondicionado,,,,297.5949,297.5949
2005,2.F.1.a. Refrigeración comercial,,,,37.6702,37.6702
2005,2.F.1.b. Refrigeración doméstica,,,,50.1129,50.1129
2005,2.F.1.c. Refrigeración industrial,,,,11.0574,11.0574
2005,2.F.1.d. Transporte Refiegerado,,,,5.4396,5.4396
2005,2.F.1.e. Aire acondicionado móvil,,,,174.2581,174.2581
2005,2.F.1.f. Aire acondicionado estacionario,,,,19.0566,19.0566
2005,2.F.2. Agentes espumantes,,,,0.0000,0.0000
2005,2.F.3. Protección contra incendios,,,,0.0000,0.0000
2005,2.F.4. Aerosoles,,,,0.0000,0.0000
2005,2.F.5. Solventes,,,,0.0000,0.0000
2005,2.F.6. Otras aplicaciones,,,,0.5701,0.5701
2005,2.G. Manufactura y utilización de otros productos,,,,82.9000,82.9000
2005,2.G.1. Equipos eléctricos,,,,82.9000,82.9000
2005,3 Agricultura,37341.3551,282.6672,9025.8836,46649.9059,46649.9059
2005,3.A. Fermentación entérica,35643.1491,0.0000,0.0000,35643.1491,35643.1491
2005,3.A.1. Ganado,34292.1957,0.0000,0.0000,34292.1957,34292.1957
2005,3.A.1.a. Otro,34292.1957,0.0000,0.0000,34292.1957,34292.1957
2005,3.A.1.a.i. Vacas de Alta Producción,1486.4517,0.0000,0.0000,1486.4517,1486.4517
2005,3.A.1.a.ii. Vacas de Baja Producción,5613.5989,0.0000,0.0000,5613.5989,5613.5989
2005,3.A.1.a.iii. Vacas para producción de carne,7761.9105,0.0000,0.0000,7761.9105,7761.9105
2005,3.A.1.a.iv. Toros utilizados con fines reproductivos,775.9996,0.0000,0.0000,775.9996,775.9996
2005,3.A.1.a.v. Terneros pre-destetos,2140.4849,0.0000,0.0000,2140.4849,2140.4849
2005,3.A.1.a.vi. Novillas de remplazo,8574.0187,0.0000,0.0000,8574.0187,8574.0187
2005,3.A.1.a.vii. Ganado de engorde,7939.7314,0.0000,0.0000,7939.7314,7939.7314
2005,3.A.2. Ovinos,220.2585,0.0000,0.0000,220.2585,220.2585
2005,3.A.2.a. Otro,220.2585,0.0000,0.0000,220.2585,220.2585
2005,3.A.2.a.i. Ovinos,220.2585,0.0000,0.0000,220.2585,220.2585
2005,3.A.3. Porcinos,60.2847,0.0000,0.0000,60.2847,60.2847
2005,3.A.3.a. Otro,60.2847,0.0000,0.0000,60.2847,60.2847
2005,3.A.3.a.i. Porcinos < 6 meses,23.9501,0.0000,0.0000,23.9501,23.9501
2005,3.A.3.a.ii. Porcinos > 6 meses,7.2352,0.0000,0.0000,7.2352,7.2352
2005,3.A.3.a.iii. Porcinos baja productividad,29.0994,0.0000,0.0000,29.0994,29.0994
2005,3.A.4. Otro ganado,1070.4102,0.0000,0.0000,1070.4102,1070.4102
2005,3.A.4.a. Búfalos,80.7677,0.0000,0.0000,80.7677,80.7677
2005,3.A.4.d. Caprinos,194.8902,0.0000,0.0000,194.8902,194.8902
2005,3.A.4.e. Caballos,673.9934,0.0000,0.0000,673.9934,673.9934
2005,3.A.4.f. Mulas y asnos,120.7590,0.0000,0.0000,120.7590,120.7590
2005,3.A.4.g. Aves de corral,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.A.4.g.i.  Ponedoras,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.A.4.g.ii.  Pollo de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B. Gestión del estiercol,1152.9349,0.0000,678.9905,1831.9255,1831.9255
2005,3.B.1. Ganado,466.7876,0.0000,54.0902,520.8778,520.8778
2005,3.B.1.a. Otro,466.7876,0.0000,54.0902,520.8778,520.8778
2005,3.B.1.a.i. Vacas de Alta Producción,157.5058,0.0000,0.0000,157.5058,157.5058
2005,3.B.1.a.ii. Vacas de Baja Producción,58.9360,0.0000,54.0902,113.0262,113.0262
2005,3.B.1.a.iii. Vacas para producción de carne,76.1569,0.0000,0.0000,76.1569,76.1569
2005,3.B.1.a.iv. Toros utilizados con fines reproductivos,7.8134,0.0000,0.0000,7.8134,7.8134
2005,3.B.1.a.v. Terneros pre-destetos,24.5528,0.0000,0.0000,24.5528,24.5528
2005,3.B.1.a.vi. Novillas de remplazo,75.3177,0.0000,0.0000,75.3177,75.3177
2005,3.B.1.a.vii. Ganado de engorde,66.5050,0.0000,0.0000,66.5050,66.5050
2005,3.B.2. Ovinos,2.9308,0.0000,11.0192,13.9501,13.9501
2005,3.B.2.a. Otro,2.9308,0.0000,11.0192,13.9501,13.9501
2005,3.B.2.a.i. Ovinos,2.9308,0.0000,11.0192,13.9501,13.9501
2005,3.B.3. Porcinos,397.0018,0.0000,106.8349,503.8367,503.8367
2005,3.B.3.a. Otro,397.0018,0.0000,106.8349,503.8367,503.8367
2005,3.B.3.a.i. Porcinos < 6 meses,83.8311,0.0000,20.1654,103.9965,103.9965
2005,3.B.3.a.ii Porcinos > 6 meses,37.2014,0.0000,9.8324,47.0338,47.0338
2005,3.B.3.a.iii. Porcinos baja productividad,275.9693,0.0000,76.8371,352.8065,352.8065
2005,3.B.4. Otro ganado,286.2146,0.0000,287.1456,573.3602,573.3602
2005,3.B.4.a. Búfalos,1.8218,0.0000,1.1103,2.9321,2.9321
2005,3.B.4.d. Caprinos,3.3611,0.0000,10.6184,13.9795,13.9795
2005,3.B.4.e. Caballos,70.5153,0.0000,63.8419,134.3572,134.3572
2005,3.B.4.f. Mulas y asnos,13.2008,0.0000,6.6340,19.8348,19.8348
2005,3.B.4.g. Aves,197.3156,0.0000,204.9410,402.2566,402.2566
2005,3.B.4.g.i. Ponedoras,62.1253,0.0000,80.9167,143.0420,143.0420
2005,3.B.4.g.ii. Pollos de engorde,135.1903,0.0000,124.0243,259.2146,259.2146
2005,3.B.5. Emisiones indirectas de N2O de gestión de estiércol,0.0000,0.0000,219.9006,219.9006,219.9006
2005,3.B.5.a. Ganado,0.0000,0.0000,16.2315,16.2315,16.2315
2005,3.B.5.a.i. Vacas de Alta Producción,0.0000,0.0000,4.9642,4.9642,4.9642
2005,3.B.5.a.ii. Vacas de Baja Producción,0.0000,0.0000,11.2673,11.2673,11.2673
2005,3.B.5.a.iii. Vacas para producción de carne,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B.5.a.iv. Toros utilizados con fines reproductivos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B.5.a.v. Terneros pre-destetos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B.5.a.vi. Novillas de remplazo,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B.5.a.vii. Ganado de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
2005,3.B.5.b. Ovinos,0.0000,0.0000,1.6539,1.6539,1.6539
2005,3.B.5.c. Porcinos,0.0000,0.0000,74.1365,74.1365,74.1365
2005,3.B.5.c.i. Porcinos < 6 meses,0.0000,0.0000,16.4506,16.4506,16.4506
2005,3.B.5.c.ii. Porcinos > 6 meses,0.0000,0.0000,8.0161,8.0161,8.0161
2005,3.B.5.c.iii. Porcinos baja productividad,0.0000,0.0000,49.6699,49.6699,49.6699
2005,3.B.5.d. Otro Ganado,0.0000,0.0000,127.8787,127.8787,127.8787
2005,3.B.5.d.i. Búfalos,0.0000,0.0000,0.2325,0.2325,0.2325
2005,3.B.5.d.ii. Caprinos,0.0000,0.0000,1.1574,1.1574,1.1574
2005,3.B.5.d.iii. Caballos,0.0000,0.0000,10.6734,10.6734,10.6734
2005,3.B.5.d.iv. Mulas y asnos,0.0000,0.0000,1.1021,1.1021,1.1021
2005,3.B.5.d.v. Aves,0.0000,0.0000,114.7134,114.7134,114.7134
2005,3.B.5.d.v.i. Ponedoras,0.0000,0.0000,45.2853,45.2853,45.2853
2005,3.B.5.d.v.ii. Pollo de engorde,0.0000,0.0000,69.4281,69.4281,69.4281
2005,3.C. Cultivo de arroz,545.2710,0.0000,0.0000,545.2710,545.2710
2005,3.C.1. Arroz riego,506.6293,0.0000,0.0000,506.6293,506.6293
2005,3.C.2. Arroz secano,38.6418,0.0000,0.0000,38.6418,38.6418
2005,3.D. Suelos agrícolas,0.0000,0.0000,8346.8931,8346.8931,8346.8931
2005,3.D.1. Emisiones directas de N2O de suelos gestionados,0.0000,0.0000,5538.3686,5538.3686,5538.3686
2005,3.D.1.a. Fertilizantes N inorgánicos,0.0000,0.0000,2117.7668,2117.7668,2117.7668
2005,3.D.1.b. Fertilizantes orgánicos N,0.0000,0.0000,53.7230,53.7230,53.7230
2005,3.D.1.b.i Estiércol animal aplicado a los suelos,0.0000,0.0000,53.7230,53.7230,53.7230
2005,3.D.1.c. Orina y estiércol depositado por animales en pastoreo.,0.0000,0.0000,1749.3856,1749.3856,1749.3856
2005,3.D.1.d. Residuos de cosecha,0.0000,0.0000,140.1581,140.1581,140.1581
2005,3.D.1.e. Mineralización/inmovilización asociada a pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,728.5537,728.5537,728.5537
2005,3.D.1.f. Cultivo de suelos orgánicos (Histosoles),0.0000,0.0000,748.7815,748.7815,748.7815
2005,3.D.2. Emisiones indirectas de N2O de suelos gestionados,0.0000,0.0000,2808.5245,2808.5245,2808.5245
2005,3.D.2.a. Deposición atmosférica,0.0000,0.0000,1176.3020,1176.3020,1176.3020
2005,3.D.2.a.i. Deposición atmosférica - Fertilizantes N inorgánicos,0.0000,0.0000,218.7548,218.7548,218.7548
2005,3.D.2.a.ii. Deposición atmosférica - Fertilizantes N orgánicos,0.0000,0.0000,24.9582,24.9582,24.9582
2005,3.D.2.a.iii. Deposición atmosférica - Orina y estiércol depositado por animales en pastoreo,0.0000,0.0000,932.5890,932.5890,932.5890
2005,3.D.2.b. Lixiviación y escorrentía de nitrógeno,0.0000,0.0000,1632.2225,1632.2225,1632.2225
2005,3.D.2.b.i. Lixiviación y escorrentía de nitrógeno - Fertilizantes N inorgánicos,0.0000,0.0000,379.5842,379.5842,379.5842
2005,3.D.2.b.ii. Lixiviación y escorrentía de nitrógeno - Fertilizantes N orgánicos,0.0000,0.0000,24.0675,24.0675,24.0675
2005,3.D.2.b.iii. Lixiviación y escorrentía de nitrógeno - Residuos de cosecha,0.0000,0.0000,64.4404,64.4404,64.4404
2005,3.D.2.b.iv. Lixiviación y escorrentía de nitrógeno - Mineralización/inmovilización asociada a pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,320.8545,320.8545,320.8545
2005,3.D.2.b.v. Lixiviación y escorrentía de nitrógeno - Orina y estiércol depositado por animales en pastoreo,0.0000,0.0000,843.2760,843.2760,843.2760
2005,3.G. Encalado,0.0000,12.3392,0.0000,12.3392,12.3392
2005,3.G.2. Dolomita CaMg(CO3),0.0000,12.3392,0.0000,12.3392,12.3392
2005,3.H. Aplicación de urea,0.0000,270.3279,0.0000,270.3279,270.3279
2005,"4 Silvicultura, uso y cambio de uso de la tierra",346.1765,95874.3664,97.0154,96317.5583,83002.3352
2005,4(I). Emisiones directas e indirectas de óxido nitroso (N2O) provenientes de entradas de nitrógeno (N) a suelos gestionados diferentes a cultivos y pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II). Emisiones y absorciones provenientes del drenaje y rehumedecimiento y otros manejos de suelos orgánicos y minerales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).A. Tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).A.1. Tierras forestales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).A.2 Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,"4(II).B. Cropland (5,6)",0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).B.1. Cultivos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).B.2. Tierras convertidas a cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).C.  Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).C.1. Pastizales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).C.2. Tierras convertidas a Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D. Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.1. Humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.1.a. Extracción de turba que permanece como tal,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.1.b. Tierras inundadas que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.1.c. Otros humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.2. Tierras convertidas a Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.2.a. Tierras convertidas a Extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.2.b. Tierras convertidas en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).D.2.c. Tierras convertidas a otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).E. Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).E.1 Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).E.2 Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).F. Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).F.2 Tierras convertidas a Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(II).H. Otros,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III). Emisiones directas e indirectas de óxido nitroso (N2O) por mineralización/inmovilización de nitrógeno (N) asociadas con la pérdida/ganancia de materia orgánica del suelo,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).A. Tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).A.1. Tierras forestales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).A.2. Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).B. Cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).B.2. Tierras convertidas a cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).C. Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).C.1. Pastizales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).C.2. Tierras convertidas a pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).D. Humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).D.1. Humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).D.2. Tierras convertidas a humedales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).E. Asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).E.1. Asentamientos que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).E.2. Tierras convertidas a asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).F. Otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(III).F.2. Tierras convertidas a otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV). Quema de biomasa,326.0961,0.0000,97.0154,423.1115,423.1115
2005,4(IV).A. Tierras forestales,59.6167,0.0000,13.2859,72.9026,72.9026
2005,4(IV).A.1. Tierras forestales que permanecen como tales,59.6167,0.0000,13.2859,72.9026,72.9026
2005,4(IV).A.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).A.1.b. Incendios forestales,59.6167,0.0000,13.2859,72.9026,72.9026
2005,4(IV).A.2. Tierras convertidas en tierras forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).A.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).A.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).B. Cultivos,258.2370,0.0000,72.4474,330.6844,330.6844
2005,4(IV).B.1. Cultivos que permanecen como tales,258.2370,0.0000,72.4474,330.6844,330.6844
2005,4(IV).B.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).B.1.b. Incendios forestales,258.2370,0.0000,72.4474,330.6844,330.6844
2005,4(IV).B.2. Tierras convertidas a Cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).B.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).B.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).C. Pastizales,8.2424,0.0000,11.2821,19.5245,19.5245
2005,4(IV).C.1. Pastizales que permanecen como tales,8.2424,0.0000,11.2821,19.5245,19.5245
2005,4(IV).C.1.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).C.1.b. Incendios forestales,8.2424,0.0000,11.2821,19.5245,19.5245
2005,4(IV).C.2. Tierras convertidas en Pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
2005,4(IV).C.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
