AÑO,CLASIFICACION,CH4_eq,CO2_eq,N2O_eq,Total_Emisiones,Emisiones_netas
1990,4(IV).F.2.a. Quema controlada,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4(IV).F.2.b. Incendios forestales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4(IV).H. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.A. Tierras forestales,0.0000,78074.7663,0.0000,78074.7663,77059.0229
1990,4.A.1. Tierras forestales que permanecen como tierras forestales,0.0000,78074.7663,0.0000,78074.7663,77184.1921
1990,4.A.1.a. Tierras forestales que permanecen como tierras forestales (consumo de leña),0.0000,16160.3298,0.0000,16160.3298,16160.3298
1990,4.A.1.b. Tierras forestales que permanecen como tierras forestales (degradación),0.0000,42038.9030,0.0000,42038.9030,42038.9030
1990,4.A.1.c. Tierras forestales que permanecen como tierras forestales (conversión de bosque natural a tierras forestales),0.0000,19666.7420,0.0000,19666.7420,19666.7420
1990,4.A.1.d. Tierras forestales que permanecen como tierras forestales (plantaciones forestales),0.0000,208.7916,0.0000,208.7916,-681.7826
1990,4.A.2. Tierras convertidas a tierras forestales,0.0000,0.0000,0.0000,0.0000,-125.1693
1990,4.A.2.a. Cultivos convertidos a tierras forestales,0.0000,0.0000,0.0000,0.0000,-125.1693
1990,4.B. Cultivos,0.0000,15490.4545,0.0000,15490.4545,10829.6685
1990,4.B.1. Cultivos que permanecen como tales,0.0000,5378.6386,0.0000,5378.6386,717.8527
1990,4.B.1.a. Cultivo de café,0.0000,3682.4332,0.0000,3682.4332,715.0034
1990,4.B.1.b. Palma de aceite,0.0000,8.6750,0.0000,8.6750,-358.8268
1990,4.B.1.c. Cacao,0.0000,0.0000,0.0000,0.0000,-1169.4999
1990,4.B.1.d. Aguacate,0.0000,0.0000,0.0000,0.0000,-35.2805
1990,4.B.1.e. Caucho,0.0000,0.0000,0.0000,0.0000,-55.0666
1990,4.B.1.f. Mango,0.0000,0.0000,0.0000,0.0000,-42.0861
1990,4.B.1.g. Limón,0.0000,0.0000,0.0000,0.0000,-1.9643
1990,4.B.1.h. Mandarina,0.0000,0.0000,0.0000,0.0000,-0.0576
1990,4.B.1.i. Naranja,0.0000,0.0000,0.0000,0.0000,-21.8993
1990,4.B.1.j. Tangelo,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.B.1.k. Marañón,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.B.1.l. Otro,0.0000,1687.5305,0.0000,1687.5305,1687.5305
1990,4.B.2. Tierras convertidas en Cultivos,0.0000,10111.8158,0.0000,10111.8158,10111.8158
1990,4.B.2.a. Tierras forestales convertidas en cultivos,0.0000,10111.8158,0.0000,10111.8158,10111.8158
1990,4.B.2.b. Pastizales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.B.2.c. Humedales convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.B.2.d. Asentamientos convertidos en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.B.2.e. Otras tierras convertidas en cultivos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.C. Pastizales,0.0000,30940.0508,0.0000,30940.0508,30940.0508
1990,4.C.1. Pastizales que permanecen como tales,0.0000,2487.2304,0.0000,2487.2304,2487.2304
1990,4.C.2.  Tierras convertidas en pastizales,0.0000,28452.8204,0.0000,28452.8204,28452.8204
1990,4.C.2.a. Tierras forestales convertidas en pastizales,0.0000,28452.8204,0.0000,28452.8204,28452.8204
1990,4.C.2.b. Cultivos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.C.2.c. Humedales convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.C.2.d. Asentamientos convertidos en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.C.2.e. Otras tierras convertidas en pastizales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D. Humedales,25.1792,988.6486,0.0000,1013.8278,1013.8278
1990,4.D.1. Humedales que permanecen como tales,25.1792,99.9787,0.0000,125.1579,125.1579
1990,4.D.1.a. Extracción de turba que permanece como tal,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.1.b. Tierras inundadas que permanecen como tales,25.1792,99.9787,0.0000,125.1579,125.1579
1990,4.D.1.c. Otros humedales que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2. Tierras convertidas en humedales,0.0000,888.6699,0.0000,888.6699,888.6699
1990,4.D.2.a. Tierras convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.ai Tierras forestales convertidas a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.aii. Cultivos convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.aiii. Pastizales convertidos a extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.aiv. Asentamientos convertidos a extracción de turba.,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.av Otras tierras convertidas en extracción de turba,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.b. Tierras convertidas en tierras inundadas,0.0000,888.6699,0.0000,888.6699,888.6699
1990,4.D.2.bi. Tierras forestales convertidas en tierras inundadas,0.0000,888.6699,0.0000,888.6699,888.6699
1990,4.D.2.bii. Cultivos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.biii. Pastizales convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.biv. Asentamientos convertidos en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.bv. Otras tierras convertidas en tierras inundadas,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.c. Tierras convertidas a otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.ci Tierras forestales convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.cii. Cultivos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.ciii. Pastizales convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.civ. Asentamientos convertidos en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.D.2.cv Otras tierras convertidas en otros humedales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.E. Asentamientos,0.0000,685.9383,0.0000,685.9383,685.3762
1990,4.E.1. Asentamientos que permanecen como tales,0.0000,4.5707,0.0000,4.5707,4.0086
1990,4.E.2. Tierras convertidas en asentamientos,0.0000,681.3676,0.0000,681.3676,681.3676
1990,4.E.2.a. Tierras forestales convertidas en asentamientos,0.0000,681.3676,0.0000,681.3676,681.3676
1990,4.E.2.b. Cultivos convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.E.2.c. Pastizales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.E.2.d. Humedales convertidos en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.E.2.e. Otras tierras convertidas en asentamientos,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.F. Otras tierras,0.0000,551.5483,0.0000,551.5483,551.5483
1990,4.F.1. Otras tierras que permanecen como tales,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.F.2. Tierras convertidas en otras tierras,0.0000,551.5483,0.0000,551.5483,551.5483
1990,4.F.2.a. Tierras forestales convertidas en otras tierras,0.0000,551.5483,0.0000,551.5483,551.5483
1990,4.F.2.b. Cultivos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.F.2.c. Pastizales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.F.2.d. Humedales convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.F.2.e. Asentamientos convertidos en otras tierras,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.G. Productos de la madera recolectada,0.0000,65.7878,0.0000,65.7878,-2.9343
1990,4.G.1. Madera maciza,0.0000,0.0000,0.0000,0.0000,-68.7221
1990,4.G.1.a. Madera aserrada,0.0000,0.0000,0.0000,0.0000,-57.9574
1990,4.G.1.b. Paneles de madera,0.0000,0.0000,0.0000,0.0000,-10.7646
1990,4.G.1.c. Otros productos de madera maciza,0.0000,0.0000,0.0000,0.0000,0.0000
1990,4.G.2. Papel y cartón,0.0000,65.7878,0.0000,65.7878,65.7878
1990,4.G.3. Otro,0.0000,0.0000,0.0000,0.0000,0.0000
1990,5 Residuos,6274.0318,270.4166,442.6830,6987.1314,6987.1314
1990,5.A. Eliminación de residuos sólidos,1776.1610,,,1776.1610,1776.1610
1990,5.A.1. Sitios de eliminación de residuos gestionados,1327.8802,,,1327.8802,1327.8802
1990,5.A.1.a. Anaeróbico,1327.8802,,,1327.8802,1327.8802
1990,5.A.3. Sitios de eliminación de residuos sin categoría,448.2808,,,448.2808,448.2808
1990,5.C. Incineración e incineración abierta de desechos,147.3497,270.4166,32.1821,449.9485,449.9485
1990,5.C.1. Incineración  de residuos,,0.0000,,0.0000,0.0000
1990,5.C.1.b. No biogénico,,0.0000,,0.0000,0.0000
1990,5.C.2. Incineración abierta de residuos,147.3497,270.4166,32.1821,449.9485,449.9485
1990,5.C.2.b. No biogénicos,147.3497,270.4166,32.1821,449.9485,449.9485
1990,5.D. Tratamiento y descarga de aguas residuales.,4350.5211,,410.5009,4761.0219,4761.0219
1990,5.D.1. Tratamiento y eliminación de aguas residuales domésticas,1854.8046,,313.2690,2168.0736,2168.0736
1990,5.D.2. Tratamiento y eliminación de aguas residuales industriales,2495.7165,,97.2319,2592.9484,2592.9484
1990,Nacional,44398.4546,175444.1992,8526.2374,228410.5912,222664.7776
1991,1 Energía,5176.0389,46178.0003,670.0278,52024.0670,52024.0670
1991,1.A. Actividades de quema de combustibles (enfoque sectorial),2657.9193,44786.5057,664.9811,48109.4061,48109.4061
1991,1.A.1. Industrias de la energía,5.7077,11946.7348,18.2303,11970.6728,11970.6728
1991,1.A.1.a. Producción de electricidad pública y calor como actividad principal,3.1141,6814.4098,15.4220,6832.9459,6832.9459
1991,1.A.1.ai. Generación de electricidad,3.1141,6814.4098,15.4220,6832.9459,6832.9459
1991,1.A.1.b. Refinación del petróleo,2.0307,3875.3089,2.1136,3879.4531,3879.4531
1991,1.A.1.c. Fabricación de combustibles sólidos y otras energías.,0.5629,1257.0161,0.6948,1258.2737,1258.2737
1991,1.A.1.c.i. Manufactura de Combustibles sólidos,0.0016,326.4027,,326.4043,326.4043
1991,1.A.1.c.ii. Extracción de petróleo y gas,0.5613,930.6134,0.6948,931.8695,931.8695
1991,1.A.1.c.iii. Otras industrias de la energía,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2. Industrias manufactureras y construcción.,58.8556,9254.4127,97.0785,9410.3468,9410.3468
1991,1.A.2.a. Hierro y acero,0.4646,777.2584,2.9379,780.6608,780.6608
1991,1.A.2.b. Metales no ferrosos,0.0704,139.4273,0.0667,139.5644,139.5644
1991,1.A.2.c. Productos químicos,1.4614,713.9202,1.7738,717.1553,717.1553
1991,"1.A.2.d. Pulpa, papel e imprenta",3.3988,1754.4967,10.3401,1768.2356,1768.2356
1991,"1.A.2.e. Procesamiento de alimentos, bebidas y tabaco",50.7433,1490.2659,66.7639,1607.7731,1607.7731
1991,1.A.2.f. Minerales no metálicos,2.0350,3415.5417,12.1138,3429.6904,3429.6904
1991,1.A.2.g. Otros,0.6822,963.5027,3.0823,967.2672,967.2672
1991,1.A.2.g.i. Manufactura de maquinaria,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2.g.ii. Manufactura de equipos de transporte,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2.g.iii. Minería (con excepción de combustibles) y cantería,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2.g.iv. Madera y productos de la madera,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2.g.v. Construcción,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.2.g.vi. Textiles y cueros,0.3171,629.1936,2.4014,631.9121,631.9121
1991,1.A.2.g.viii. Otro,0.3651,334.3091,0.6809,335.3551,335.3551
1991,1.A.3. Transporte,199.2609,20142.9977,248.2063,20590.4650,20590.4650
1991,1.A.3.a. Aviación nacional,2.4214,1344.6924,3.3690,1350.4828,1350.4828
1991,1.A.3.b. Transporte por carretera,194.9096,18007.7097,213.2902,18415.9095,18415.9095
1991,1.A.3.b.ii. Camiones ligeros,18.7207,1417.1007,17.3706,1453.1920,1453.1920
1991,1.A.3.b.iii. Camiones y autobuses pesados,36.9675,5117.9945,67.3851,5222.3470,5222.3470
1991,1.A.3.b.iv. motocicletas,5.4099,1396.6928,5.1870,1407.2896,1407.2896
1991,1.A.3.bi Carros,133.8116,10075.9217,123.3475,10333.0808,10333.0808
1991,1.A.3.c. Ferrocarriles,0.1058,69.4114,6.5128,76.0301,76.0301
1991,1.A.3.d. Navegación marítima y fluvial nacional,1.5024,515.7664,4.0627,521.3315,521.3315
1991,1.A.3.e. Otro transporte,0.3217,205.4179,20.9717,226.7112,226.7112
1991,1.A.3.e.ii. Otro,0.3217,205.4179,20.9717,226.7112,226.7112
1991,1.A.3.ei Transporte por tuberías,0.0000,0.0000,0.0000,0.0000,0.0000
1991,1.A.4. Otros sectores,2394.0951,3442.3605,301.4659,6137.9215,6137.9215
1991,1.A.4.a. Comercial/institucional,0.6458,272.0498,0.1222,272.8179,272.8179
1991,1.A.4.ai Combustión estacionaria,0.6458,272.0498,0.1222,272.8179,272.8179
1991,1.A.4.b. Residencial,2068.6640,2945.2101,257.6015,5271.4756,5271.4756
1991,1.A.4.bi Combustión estacionaria,2068.6640,2945.2101,257.6015,5271.4756,5271.4756
1991,1.A.4.c. Agricultura/silvicultura/pesca,324.7853,225.1006,43.7422,593.6281,593.6281
1991,1.A.4.c.ii. Vehículos todoterreno y otra maquinaria.,0.0372,23.7591,2.4257,26.2220,26.2220
1991,1.A.4.ci Estacionario,324.7481,201.3414,41.3165,567.4061,567.4061
1991,1.B. Emisiones fugitivas de combustibles,2518.1196,1391.4946,5.0467,3914.6609,3914.6609
1991,1.B.1. Combustibles sólidos,1540.5405,80.1234,,1620.6639,1620.6639
1991,1.B.1.a. Minería carbonífera y manejo del carbón.,1540.5405,80.1234,,1620.6639,1620.6639
1991,1.B.1.a.ii. Minas de superficie,292.5272,11.1031,,303.6303,303.6303
1991,1.B.1.a.ii.1. Minería,225.0209,11.1031,,236.1240,236.1240
1991,1.B.1.a.ii.2. Emisiones posteriores a la minería,67.5063,,,67.5063,67.5063
1991,1.B.1.ai Minas subterráneas,1248.0133,69.0203,,1317.0337,1317.0337
1991,1.B.1.ai1. Minería,960.0102,68.8104,,1028.8207,1028.8207
1991,1.B.1.ai2. Emisiones posteriores a la minería,288.0031,0.2099,,288.2130,288.2130
2007,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,1407.9194,1706.6416,6.3576,3120.9187,3120.9187
2008,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,1597.3007,1721.7074,6.5517,3325.5598,3325.5598
2009,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2039.8705,2381.1501,9.3400,4430.3605,4430.3605
2010,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2653.0050,2379.4771,9.3548,5041.8370,5041.8370
2011,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2838.8931,2772.6641,10.8903,5622.4475,5622.4475
2012,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2996.2567,2905.4874,11.2714,5913.0155,5913.0155
2013,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,3202.4295,3096.4511,12.0220,6310.9027,6310.9027
2014,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,3310.8138,3046.5245,11.8188,6369.1572,6369.1572
2015,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,3017.1299,3271.7943,11.9537,6300.8778,6300.8778
2016,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2791.4062,2653.0900,10.4931,5454.9893,5454.9893
2017,1.B.2. Petróleo y gas natural y otras emisiones provenientes de la energía,2733.0778,2637.0660,10.1490,5380.2928,5380.2928
1990,1.B.2.a. Petróleo,86.2340,55.2438,0.0005,141.4784,141.4784
1991,1.B.2.a. Petróleo,84.3988,53.5283,0.0006,137.9276,137.9276
1992,1.B.2.a. Petróleo,86.5106,55.0701,0.0005,141.5812,141.5812
1993,1.B.2.a. Petróleo,89.3530,56.9145,0.0005,146.2679,146.2679
1994,1.B.2.a. Petróleo,89.7509,57.0588,0.0005,146.8103,146.8103
1995,1.B.2.a. Petróleo,114.3162,73.4447,0.0006,187.7615,187.7615
1991,2 Procesos industriales,0.3869,3896.6052,268.8170,4206.6443,4206.6443
1991,2.A. industria de los minerales,,2865.7056,,2865.7056,2865.7056
1991,2.A.1. producción de cemento,,2737.2404,,2737.2404,2737.2404
1991,2.A.2. producción de cal,,83.5481,,83.5481,83.5481
1991,2.A.3. producción de vidrio,,0.0000,,0.0000,0.0000
1991,2.A.4. Otros usos de carbonatos en los procesos,,44.9172,,44.9172,44.9172
1991,2.B. Industria química,0.1073,293.9506,268.8170,562.8749,562.8749
1991,2.B.1. producción de amoníaco,,193.6600,,193.6600,193.6600
1991,2.B.2. Producción de ácido nítrico,,,196.3511,196.3511,196.3511
1991,"2.B.4. Producción de caprolactama, glioxal y ácido glioxílico",,,72.4658,72.4658,72.4658
1991,2.B.4.a. Caprolactama,,,72.4658,72.4658,72.4658
1991,2.B.8. Producción petroquímica y de negro de humo.,0.1073,100.2906,,100.3979,100.3979
1991,2.B.8.b. Etileno,0.0000,0.0000,,0.0000,0.0000
1991,2.B.8.c. Dicloruro de etileno y monómero cloruro de vinilo,0.0613,28.4730,,28.5343,28.5343
1991,2.B.8.f. Negro de humo,0.0461,71.8176,,71.8636,71.8636
1991,2.C. Industria del metal,0.2795,736.9490,,737.2286,737.2286
1991,2.C.1. Producción de hierro y acero.,0.2795,645.0554,,645.3349,645.3349
1991,2.C.1.a Acero,,616.5301,,616.5301,616.5301
1991,2.C.1.d Sinterizado,0.2795,28.5252,,28.8048,28.8048
1991,2.C.2. Producción de ferroaleaciones,,91.0076,,91.0076,91.0076
1991,2.C.5. producción de plomo,,0.8860,,0.8860,0.8860
1991,2.D. Uso de productos no energéticos de combustibles y de solventes,,0.0000,,0.0000,0.0000
1991,2.D.1. Uso de lubricantes,,0.0000,,0.0000,0.0000
1991,2.D.2. Uso de cera de parafina,,0.0000,,0.0000,0.0000
1991,2.G. Manufactura y utilización de otros productos,,,,40.8353,40.8353
1991,2.G.1. Equipos eléctricos,,,,40.8353,40.8353
1991,3 Agricultura,32502.4782,248.6212,7095.7810,39846.8805,39846.8805
1991,3.A. Fermentación entérica,30866.1555,0.0000,0.0000,30866.1555,30866.1555
1991,3.A.1. Ganado,28908.1185,0.0000,0.0000,28908.1185,28908.1185
1991,3.A.1.a. Otro,28908.1185,0.0000,0.0000,28908.1185,28908.1185
1991,3.A.1.a.i. Vacas de Alta Producción,1306.5751,0.0000,0.0000,1306.5751,1306.5751
1991,3.A.1.a.ii. Vacas de Baja Producción,4678.3548,0.0000,0.0000,4678.3548,4678.3548
1991,3.A.1.a.iii. Vacas para producción de carne,6335.4296,0.0000,0.0000,6335.4296,6335.4296
1991,3.A.1.a.iv. Toros utilizados con fines reproductivos,772.5422,0.0000,0.0000,772.5422,772.5422
1991,3.A.1.a.v. Terneros pre-destetos,1901.7782,0.0000,0.0000,1901.7782,1901.7782
1991,3.A.1.a.vi. Novillas de remplazo,6883.9812,0.0000,0.0000,6883.9812,6883.9812
1991,3.A.1.a.vii. Ganado de engorde,7029.4575,0.0000,0.0000,7029.4575,7029.4575
1991,3.A.2. Ovinos,357.0000,0.0000,0.0000,357.0000,357.0000
1991,3.A.2.a. Otro,357.0000,0.0000,0.0000,357.0000,357.0000
1991,3.A.2.a.i. Ovinos,357.0000,0.0000,0.0000,357.0000,357.0000
1991,3.A.3. Porcinos,101.5996,0.0000,0.0000,101.5996,101.5996
1991,3.A.3.a. Otro,101.5996,0.0000,0.0000,101.5996,101.5996
1991,3.A.3.a.i. Porcinos < 6 meses,74.8010,0.0000,0.0000,74.8010,74.8010
1991,3.A.3.a.ii. Porcinos > 6 meses,8.0700,0.0000,0.0000,8.0700,8.0700
1991,3.A.3.a.iii. Porcinos baja productividad,18.7287,0.0000,0.0000,18.7287,18.7287
1991,3.A.4. Otro ganado,1499.4373,0.0000,0.0000,1499.4373,1499.4373
1991,3.A.4.a. Búfalos,17.9573,0.0000,0.0000,17.9573,17.9573
1991,3.A.4.d. Caprinos,134.9600,0.0000,0.0000,134.9600,134.9600
1991,3.A.4.e. Caballos,997.9200,0.0000,0.0000,997.9200,997.9200
1991,3.A.4.f. Mulas y asnos,348.6000,0.0000,0.0000,348.6000,348.6000
1991,3.A.4.g. Aves de corral,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.A.4.g.i.  Ponedoras,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.A.4.g.ii.  Pollo de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B. Gestión del estiercol,1128.0273,0.0000,576.2091,1704.2364,1704.2364
1991,3.B.1. Ganado,398.2758,0.0000,44.9395,443.2153,443.2153
1991,3.B.1.a. Otro,398.2758,0.0000,44.9395,443.2153,443.2153
1991,3.B.1.a.i. Vacas de Alta Producción,137.7656,0.0000,0.0000,137.7656,137.7656
1991,3.B.1.a.ii. Vacas de Baja Producción,49.1946,0.0000,44.9395,94.1341,94.1341
1991,3.B.1.a.iii. Vacas para producción de carne,62.5428,0.0000,0.0000,62.5428,62.5428
1991,3.B.1.a.iv. Toros utilizados con fines reproductivos,7.8700,0.0000,0.0000,7.8700,7.8700
1991,3.B.1.a.v. Terneros pre-destetos,21.8041,0.0000,0.0000,21.8041,21.8041
1991,3.B.1.a.vi. Novillas de remplazo,60.6884,0.0000,0.0000,60.6884,60.6884
1991,3.B.1.a.vii. Ganado de engorde,58.4103,0.0000,0.0000,58.4103,58.4103
1991,3.B.2. Ovinos,4.7794,0.0000,17.8602,22.6396,22.6396
1991,3.B.2.a. Otro,4.7794,0.0000,17.8602,22.6396,22.6396
1991,3.B.2.a.i. Ovinos,4.7794,0.0000,17.8602,22.6396,22.6396
1991,3.B.3. Porcinos,491.0239,0.0000,119.6723,610.6963,610.6963
1991,3.B.3.a. Otro,491.0239,0.0000,119.6723,610.6963,610.6963
1991,3.B.3.a.i. Porcinos < 6 meses,277.3502,0.0000,59.9929,337.3431,337.3431
1991,3.B.3.a.ii Porcinos > 6 meses,42.4473,0.0000,10.2262,52.6735,52.6735
1991,3.B.3.a.iii. Porcinos baja productividad,171.2265,0.0000,49.4532,220.6797,220.6797
1991,3.B.4. Otro ganado,233.9482,0.0000,212.9007,446.8489,446.8489
1991,3.B.4.a. Búfalos,0.4055,0.0000,0.2469,0.6524,0.6524
1991,3.B.4.d. Caprinos,2.3336,0.0000,7.3532,9.6868,9.6868
1991,3.B.4.e. Caballos,99.2938,0.0000,88.6801,187.9739,187.9739
1991,3.B.4.f. Mulas y asnos,38.0801,0.0000,19.1506,57.2307,57.2307
1991,3.B.4.g. Aves,93.8352,0.0000,97.4700,191.3051,191.3051
1991,3.B.4.g.i. Ponedoras,29.5662,0.0000,38.5092,68.0754,68.0754
1991,3.B.4.g.ii. Pollos de engorde,64.2690,0.0000,58.9608,123.2298,123.2298
1991,3.B.5. Emisiones indirectas de N2O de gestión de estiércol,0.0000,0.0000,180.8363,180.8363,180.8363
1991,3.B.5.a. Ganado,0.0000,0.0000,13.6768,13.6768,13.6768
1991,3.B.5.a.i. Vacas de Alta Producción,0.0000,0.0000,4.3528,4.3528,4.3528
1991,3.B.5.a.ii. Vacas de Baja Producción,0.0000,0.0000,9.3239,9.3239,9.3239
1991,3.B.5.a.iii. Vacas para producción de carne,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B.5.a.iv. Toros utilizados con fines reproductivos,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B.5.a.v. Terneros pre-destetos,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B.5.a.vi. Novillas de remplazo,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B.5.a.vii. Ganado de engorde,0.0000,0.0000,0.0000,0.0000,0.0000
1991,3.B.5.b. Ovinos,0.0000,0.0000,2.5764,2.5764,2.5764
